,RMS,accuracy,error_L1,error_L2,precision,recall,squared_error
69,0.026404933801933074,0.47058823529411764,0.7707696454121732,0.44459879949262787,0.18181818181818182,1.0,0.19766809251028591
70,0.023571879994727252,0.4117647058823529,1.361167730293773,0.7322201635243475,0.23076923076923078,1.0,0.5361463678716222
71,0.0465794031201713,0.6470588235294118,1.399156754104155,0.8345439609417847,0.14285714285714285,1.0,0.6964636227444032
72,0.019035228829612276,0.6470588235294118,1.101726595448983,0.5682726809068539,0.45454545454545453,1.0,0.322933839865063
73,0.021412192334428527,0.5882352941176471,0.7403972082088957,0.27633528388673684,0.46153846153846156,1.0,0.07636118912076344
74,0.017759361448000197,0.5882352941176471,0.7610083792880261,0.368818341673303,0.3,1.0,0.13602696915464527
75,0.01716394780709636,0.5294117647058824,1.0478829142059274,0.404471544922906,0.38461538461538464,1.0,0.16359723065232235
76,0.02091925713658755,0.5882352941176471,0.954073157229073,0.3244554570873174,0.45454545454545453,0.8333333333333334,0.10527134363374004
77,0.010208341683180834,0.5294117647058824,0.8882320213923169,0.44891728705996486,0.3333333333333333,1.0,0.2015267306212789
78,0.030286487260983503,0.35294117647058826,0.8862682480586692,0.2786838062083206,0.25,0.6,0.0776646638427568
79,0.008821397023845687,0.35294117647058826,0.77322469066851,0.31269935191548265,0.21428571428571427,1.0,0.09778088468836288
80,0.026233236005836935,0.47058823529411764,0.7687841250148192,0.39402555550726226,0.25,1.0,0.1552561383928066
81,0.01922456038850781,0.29411764705882354,1.0018957110387416,0.4728056060153427,0.14285714285714285,1.0,0.2235451410795355
82,0.019514122412533436,0.35294117647058826,0.678356969564588,0.25249563721727625,0.21428571428571427,1.0,0.06375404681375837
83,0.03899730691502271,0.23529411764705882,0.9626249871374659,0.37274679996555954,0.1875,1.0,0.13894017688456486
84,0.029700035902817553,0.47058823529411764,0.8471908125878488,0.3797585132525165,0.18181818181818182,1.0,0.14421652838776178
85,0.01891283587248433,0.17647058823529413,1.45387207576101,0.6495923320564302,0.06666666666666667,1.0,0.42197019786651147
86,0.044261431383333064,0.4117647058823529,1.0777744191185095,0.46193606142630034,0.25,0.75,0.2133849248460427
87,0.02489371068116197,0.35294117647058826,1.0594638529902407,0.36357994215143064,0.2727272727272727,0.5,0.13219037433483763
88,0.025511825310868968,0.47058823529411764,0.7202062190877162,0.27190108784352457,0.36363636363636365,0.6666666666666666,0.07393020157049206
89,0.012172963807162167,0.5294117647058824,0.7020558292052476,0.2724439285638196,0.46153846153846156,0.8571428571428571,0.07422569421128764
